session_esm,modified_esm,ended_esm,created_esm,sleep_1,sleep_2,sad,calm,afraid,unrested,enthusiastic,angry,worried,subc_psycho,cheerful,irritated,active,event_pleasantness,homeo_hungry,homeo_craving,homeo_howmuch,homeo_full,eating_1,eating_2,eating_3,eating_4,alcohol,coffee,ple_control,ple_strange,ple_thoughts,ple_suspicion,ple_treatment,ple_perception,ple_thougtscontrol,ple_familiarstrange
uVWsWt69brVncsdnKKDm3GoKhCLhO1z1qgapZsPFTlcntJvjIkKYa3c4Gi0fFSHK,2021-04-18T14:30:40Z,2021-04-18T14:30:40Z,2021-04-18T14:29:17Z,NA,NA,1,4,1,1,4,1,1,1,4,1,3,5,1,1,1,4,3,1,4,1,0,0,1,1,1,1,1,1,1,1
EKn_Th-Z2Al-lQl6SOa0WlO7aNntdI7UO200QKKYtniXIbagkn6zv78mC45Jwv6V,2021-04-18T14:31:49Z,2021-04-18T14:31:49Z,2021-04-18T14:29:53Z,8,3,1,6,1,1,5,1,3,1,5,1,4,4,1,1,2,5,1,1,4,2,0,1,1,1,1,1,1,1,1,1
cmUKfSj-EPE_XZFzGzS1XAypmpFTcLHBoEfFZk5LUL0gvRS9ZbBcNGIBC2yfwXyM,2021-04-18T14:34:58Z,2021-04-18T14:34:58Z,2021-04-18T14:32:11Z,8,4,1,6,1,1,1,1,2,1,2,1,2,5,4,5,4,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1
81UBoUUOMEjahazlPT7pNDgVDcgovF0x9JE9OezRs1MUMTB1pDgrISfmlQUQd0JL,2021-04-18T14:35:31Z,2021-04-18T14:35:31Z,2021-04-18T14:34:01Z,NA,NA,5,1,1,2,1,2,2,3,1,2,1,3,2,1,2,1,1,1,1,1,0,1,2,2,3,2,5,2,2,2
2U00IqssWUR6AumR7RyazAHeuDTgO8uQu_v30IRP7vtkUHQijOscvItJAtFjgM0a,2021-04-18T14:38:37Z,2021-04-18T14:38:37Z,2021-04-18T14:37:02Z,7,8,1,6,1,3,5,1,3,1,5,1,6,6,1,1,1,5,3,3,5,3,0,0,1,1,1,1,1,1,1,1
ihpnI5Zh0Ad93_B8Isgza9muZTQXRLKOul0Go97otQzyW8nk7n0zOI0_79LN5UoR,2021-04-18T14:40:08Z,2021-04-18T14:40:08Z,2021-04-18T14:37:23Z,8,10,2,2,1,1,1,1,1,1,3,1,2,3,1,1,1,3,3,2,3,2,0,0,1,1,1,1,1,1,1,1
Htw5eFGtlYYUHAASHpHMKX4_MilTZC464jVksy3RlBOVWXRF0z98Wz35k9m86_BC,2021-04-18T14:40:38Z,2021-04-18T14:40:38Z,2021-04-18T14:37:49Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,3,3,3,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1
xwmegx9pMyvg5SGy8OGIDGcunmAA2azxnlAGWVY6CCwr7yyjuFkYLvb_WAEe-kNi,2021-04-18T16:01:42Z,2021-04-18T16:01:42Z,2021-04-18T16:00:39Z,NA,NA,1,4,1,1,3,1,2,1,3,1,3,5,1,1,2,5,3,3,3,1,0,0,1,1,1,1,1,1,1,1
_rgd4ZNYBQ2k0oj2Bam9h5S8d6R-WHdiqjqI85TKD-bxv6TIDVm2dOIZtQudG6VM,2021-04-18T16:01:31Z,2021-04-18T16:01:31Z,2021-04-18T16:00:40Z,NA,NA,1,6,1,1,1,1,1,1,5,1,5,6,1,1,1,1,4,1,1,3,0,0,1,1,1,1,1,1,1,1
fsx2hjKY4OSOA8A8wTjiXnbCW9KhKdwW7c2ICCW3rIVRgcQ17wnmcTnoB5wmDopx,2021-04-18T16:02:25Z,2021-04-18T16:02:25Z,2021-04-18T16:00:48Z,NA,NA,3,3,3,4,1,1,3,3,2,3,3,4,1,1,1,3,1,1,1,1,0,1,2,2,2,2,1,1,1,1
Lg8GqWjD7dE0Q8Stm9qCosbKFJj3aylEe_X03fttaguzyhdP7TAQYOIBZaFr0GNG,2021-04-18T16:02:17Z,2021-04-18T16:02:17Z,2021-04-18T16:01:09Z,NA,NA,6,1,6,6,1,6,6,6,1,6,1,1,1,1,1,1,1,1,1,1,0,0,7,5,7,5,7,1,1,4
PiFL0d1omXAue8Qjf-KxF6oq2dZlThzy_U8L4E8APt7-blh_XkdiDhWxD0Rod9l_,2021-04-18T16:04:57Z,2021-04-18T16:04:57Z,2021-04-18T16:01:11Z,NA,NA,1,6,5,1,4,1,5,1,4,1,4,5,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
c3QV9DlxJpiAScLV2XXT729aBSTXbcP16lBVL9vJgbmwTgteduWI6EpekmuhyGlP,2021-04-18T16:02:39Z,2021-04-18T16:02:39Z,2021-04-18T16:01:14Z,NA,NA,1,5,1,1,5,1,1,1,5,1,5,6,1,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,2,1
eSae9QApDeuFbVZJkNBR3fHv-ovRRoWfGN9g-92oWZW7e5mD2rTCE76JrH7A2woV,2021-04-18T16:02:50Z,2021-04-18T16:02:50Z,2021-04-18T16:01:15Z,NA,NA,3,3,3,3,1,1,4,3,1,1,1,4,4,3,3,1,3,3,3,3,0,0,2,3,1,3,1,1,1,1
zhgSopKA13X6gLhkBvVK3x9Ym7gdDboWQTLCJWIZbcdO2fKyvZAZjtOVnTSTEz22,2021-04-18T16:03:32Z,2021-04-18T16:03:32Z,2021-04-18T16:01:32Z,NA,NA,5,1,6,6,2,1,6,3,1,2,4,4,2,2,2,3,2,1,3,3,0,0,1,1,1,2,1,1,1,1
mlggkicJjUdh9XepSzcLkthpinEiwrP4AIWN10Z32yXY3k9EqKI7J8H2yEwItfsT,2021-04-18T16:02:50Z,2021-04-18T16:02:50Z,2021-04-18T16:01:47Z,NA,NA,1,5,1,1,5,1,1,1,5,1,5,6,3,3,3,2,1,1,1,2,0,0,1,1,1,1,1,1,1,1
rKDPnYHa8jVnNzV8PTZR1DuUnW5qJQ7aXhiri6_tirednrUU1UzSvS1w2ut3YTmn,2021-04-18T16:04:06Z,2021-04-18T16:04:06Z,2021-04-18T16:02:29Z,9,8,3,4,3,4,3,2,5,1,1,3,2,5,1,2,3,4,2,1,3,3,0,0,1,1,1,1,1,1,1,1
rhbsBXckPRHg9dYDA7SlUTZFhoc4har9YxvHDJhr-tpNcfmGBRpTVf6TyBH6lyNb,2021-04-18T16:04:11Z,2021-04-18T16:04:11Z,2021-04-18T16:02:37Z,NA,NA,1,5,1,1,1,1,2,1,2,1,2,4,1,2,2,3,2,2,2,1,0,0,1,2,1,1,1,1,1,1
A3SYM7oBbircIIJGEQgnW6gy16O4_WXQCyb4Ib1l_Y8fIBTYvGqRjUZRmxnKdTJm,2021-04-18T16:04:10Z,2021-04-18T16:04:10Z,2021-04-18T16:02:42Z,NA,NA,2,1,2,2,1,2,3,2,1,2,1,2,1,1,3,2,1,2,2,1,0,1,3,2,1,2,1,1,1,1
kgAZQP5Cc1exXJl2oQOnOgBshIScnNPe4T8XWXz--FzG8-ME33Uo6wfHs05THz9l,2021-04-18T16:05:06Z,2021-04-18T16:05:06Z,2021-04-18T16:02:47Z,8,8,3,3,2,4,4,3,4,3,3,5,2,2,2,3,3,2,1,3,3,1,2,1,4,3,1,4,4,1,3,1
g_rgYF2Ox-tRsNVrzExme1UNo8r9oJjVVQZrAJkbJRcQS-xAHtGDlEwwa_jCKx4j,2021-04-18T16:04:14Z,2021-04-18T16:04:14Z,2021-04-18T16:02:51Z,8,7,2,5,1,1,4,1,2,1,4,1,4,7,1,1,1,4,4,1,4,3,0,0,1,1,1,1,2,1,1,1
KD_8GMNuDsVtlHipQLJst4eFjyRqfX__F0GWN3MPQU3eiQWVNoTF8kFHmUvg34Cr,2021-04-18T16:04:52Z,2021-04-18T16:04:52Z,2021-04-18T16:02:53Z,NA,NA,1,2,1,1,4,1,1,1,4,1,3,6,1,1,1,5,4,1,4,1,0,1,1,1,1,1,1,1,1,1
-aQGolSH0_W0nVz9MTxozVlS4aa1Gd-sUsbVn2sS6KSTkS2liz_c4WS8Zb0IXrHV,2021-04-18T16:05:03Z,2021-04-18T16:05:03Z,2021-04-18T16:03:32Z,6,6,1,6,1,1,5,1,1,1,6,1,5,5,2,2,3,4,5,1,1,1,1,0,1,1,1,1,1,1,1,1
yQEF6Gu-xuTuEk2HKwT2_gJ93J65z0wzoIrQICQz9M9Q8NzmdXKz2UAyQekjmwVZ,2021-04-18T16:05:49Z,2021-04-18T16:05:49Z,2021-04-18T16:03:53Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,3,2,1,2,3,2,1,1,1,0,0,1,1,1,1,1,1,1,1
GOT2AlFJn7tPwzUnlOvfRc5i5DoGOcdmbU-focDfnGVSYg4qhNTSB1O1KF49Dbl7,2021-04-18T16:05:54Z,2021-04-18T16:05:54Z,2021-04-18T16:04:26Z,NA,NA,1,6,1,1,1,1,1,1,3,1,2,4,1,1,1,5,4,1,3,1,2,0,1,1,1,1,1,1,1,1
X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d,2021-04-18T16:09:04Z,2021-04-18T16:09:04Z,2021-04-18T16:04:39Z,NA,NA,2,6,1,1,4,1,1,1,4,1,4,4,1,1,1,4,4,2,1,1,0,0,1,1,1,1,1,1,1,1
jKhAxy3WE2y4dEWsw34U4Oq6bQfy1tTmEHR2K8aTvwAhEkjRvaWEKgLDFAAjZH9g,2021-04-18T16:06:25Z,2021-04-18T16:06:25Z,2021-04-18T16:05:05Z,NA,NA,1,5,1,1,5,1,1,1,4,1,6,6,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Q-VCti7w8-Piy-nQq-hKXeMRa84bqVm4lgIryi1W7b3pmSW5TzSlmn_QtYvUuQaW,2021-04-18T16:10:11Z,2021-04-18T16:10:11Z,2021-04-18T16:07:56Z,NA,NA,1,6,1,1,3,1,2,1,3,1,3,4,1,1,2,4,4,1,3,1,0,0,1,1,1,1,1,1,1,1
Htw5eFGtlYYUHAASHpHMKX4_MilTZC464jVksy3RlBOVWXRF0z98Wz35k9m86_BC,2021-04-18T16:10:00Z,2021-04-18T16:10:00Z,2021-04-18T16:08:00Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,1,1,1,3,2,1,2,1,0,0,1,1,1,1,1,1,1,1
hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh,2021-04-18T16:12:31Z,2021-04-18T16:12:31Z,2021-04-18T16:09:08Z,NA,NA,5,5,1,1,3,1,5,1,2,1,2,4,1,1,1,5,4,3,1,1,0,1,1,1,1,1,4,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-18T16:13:50Z,2021-04-18T16:13:50Z,2021-04-18T16:11:56Z,NA,NA,3,5,1,1,1,1,1,1,3,1,3,5,1,1,1,4,3,1,1,2,0,0,1,1,1,1,1,1,1,1
AUPhUZCOhUvMBv9xuQenjNa9kAWUcPGfXutlCWJsqY_qBfwzzmV8OQUgzMd8qx-E,2021-04-18T16:13:31Z,2021-04-18T16:13:31Z,2021-04-18T16:12:08Z,NA,NA,1,6,1,1,3,1,1,1,4,1,3,5,1,1,1,4,3,2,3,1,0,0,1,1,1,1,1,1,1,1
uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg,2021-04-18T16:15:44Z,2021-04-18T16:15:44Z,2021-04-18T16:13:12Z,NA,NA,6,2,6,5,2,5,6,5,2,5,2,3,2,2,1,3,3,3,3,1,0,0,4,4,1,5,5,1,1,1
8Eq98bVUmrt-P7KCHAb-u792mWTJWVhp4LVaAXknGQf8CO65AXtix-Vb248GY1BN,2021-04-18T16:17:57Z,2021-04-18T16:17:57Z,2021-04-18T16:14:39Z,8,6,2,4,1,1,4,1,4,1,4,1,3,6,2,2,2,3,1,1,1,1,0,0,4,3,2,1,1,1,1,1
PZ9nUAPzqoTPdeYdyrimZCNbee_rSqFM5ZqSk4ES5rnX6CvKksfF0GSBs6bWFLMZ,2021-04-18T16:17:18Z,2021-04-18T16:17:18Z,2021-04-18T16:14:49Z,NA,NA,1,6,1,1,3,1,1,1,4,1,3,5,1,1,1,4,1,1,1,3,0,0,1,1,1,1,1,1,1,1
1AGMJFM7jS0oBrA6i9AJ91PuXaRFh5McAcK6PorWsnzHqHZWOhET2rZmFuf9rP04,2021-04-18T16:18:17Z,2021-04-18T16:18:17Z,2021-04-18T16:16:21Z,NA,NA,2,2,3,3,2,1,3,1,1,2,2,3,3,3,4,3,1,3,2,1,0,1,2,2,1,1,1,1,1,1
0EIp_ZFIS-JnTaMo-4i97kAlNui70bmQnVmbDse_kF0mAtCus3UmH2I71Eiaprxh,2021-04-18T16:29:01Z,2021-04-18T16:29:01Z,2021-04-18T16:16:55Z,NA,NA,4,2,5,3,2,1,6,4,1,1,1,5,1,3,1,5,1,1,1,3,0,1,7,7,4,1,1,2,1,2
mjt3h_tgS--AA_epVjH0Z316UU8iyv-QtZ6yF1Y84uyBEONJrFBikXwKWKvxcLsY,2021-04-18T16:19:03Z,2021-04-18T16:19:03Z,2021-04-18T16:17:39Z,NA,NA,1,5,1,1,3,1,1,1,1,2,4,2,1,1,1,5,2,2,4,3,1,0,1,1,1,1,1,1,1,1
maxRbFrUiP9VdhahSiH_VsOtAQosNA48fbeJX0g4nAkcrNS91XO2rIS9JAMvUR5N,2021-04-18T16:19:51Z,2021-04-18T16:19:51Z,2021-04-18T16:17:54Z,NA,NA,1,4,1,1,2,1,2,1,2,1,2,5,1,1,1,4,3,1,4,1,0,1,1,1,1,1,1,1,1,1
fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um,2021-04-18T16:20:45Z,2021-04-18T16:20:45Z,2021-04-18T16:18:39Z,NA,NA,2,5,3,3,4,1,4,1,4,2,4,5,1,1,1,5,2,3,2,4,0,1,1,1,1,1,1,1,1,1
i016TG7h7rt6u_4CgPFSV6nGwYar-OArOSEeAopSzsVaXFLyUv2n3IUvynGm1lwn,2021-04-18T16:19:56Z,2021-04-18T16:19:56Z,2021-04-18T16:18:50Z,NA,NA,1,6,1,1,5,1,1,1,6,1,3,7,1,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
4jmVmujJ2vuc6a0QGfW16UYr9Hi1RU5yN-EpocTA_6HrpRDNFJkl_ubRHlrcE0ef,2021-04-18T16:19:56Z,2021-04-18T16:19:56Z,2021-04-18T16:18:52Z,7,6,1,4,1,1,3,1,1,1,3,1,3,3,3,3,3,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
WvwRkgawiDK_xvE25RP89XLG4PdKuRjxDeH7gBcSDQ5i1Ws2JnkLpR6PuRGdzrHb,2021-04-18T16:23:30Z,2021-04-18T16:23:30Z,2021-04-18T16:21:34Z,NA,NA,2,4,1,1,1,1,2,1,1,1,1,3,1,1,1,4,2,2,2,2,0,0,1,1,1,1,1,1,1,1
rS7Q9jrqirIu6uTQHWqkZ9PRUX2csfL8Jy2jofMaI0GNy8HX9kr3Rcz3r0ZhV74z,2021-04-18T16:23:28Z,2021-04-18T16:23:28Z,2021-04-18T16:21:58Z,NA,NA,2,4,1,1,2,1,2,1,2,1,1,5,2,2,2,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1
-X_-r2iWImxvXme_BNn5RXX7SoWVzu83VC8H-R_gMeyE7Tt1LpErE_ZJlO5N46US,2021-04-18T16:28:29Z,2021-04-18T16:28:29Z,2021-04-18T16:25:19Z,NA,NA,1,6,1,1,4,1,1,1,3,1,4,7,2,2,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
M8gA3Np28mMu2PLVYhgt70tjfmfmgMqvHjgFz3cF9oZPgfHJdohy-k695J4KAfHG,2021-04-18T16:27:40Z,2021-04-18T16:27:40Z,2021-04-18T16:26:05Z,NA,NA,3,3,2,4,3,1,4,2,2,1,3,4,3,4,3,2,1,1,3,1,0,0,2,2,2,1,1,1,1,1
O3NvSzP0vNTVqXGT5EdGPvT8kKfGhkxaUyKeQMBCOUtP8ZSf6MbaTFLsSUWxqKgZ,2021-04-18T16:33:28Z,2021-04-18T16:33:28Z,2021-04-18T16:26:11Z,NA,NA,1,2,1,2,5,2,2,1,4,1,4,6,2,1,1,1,2,1,1,2,0,0,1,1,2,1,1,1,1,1
m8wpJeaKo2VJWCk3RdXL7E_NA4l1wRu6H8BWZF61I6zOnfRVbcYNRY1e6xJrPdyR,2021-04-18T16:30:31Z,2021-04-18T16:30:31Z,2021-04-18T16:28:57Z,NA,NA,1,4,1,2,4,1,2,1,5,1,2,5,3,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
1R9A8Wg0pH1dXDHKMwDHAawhTQbNx9_cQLOdGyPPR9Zy00la4sRiOLMjOHt1kSkE,2021-04-18T16:32:04Z,2021-04-18T16:32:04Z,2021-04-18T16:29:56Z,NA,NA,4,3,2,3,4,3,3,3,3,3,3,2,1,1,1,3,1,1,1,1,0,0,2,3,2,3,3,1,2,1
73rZMaUvZGBT0vfSaIFerlRZvr0jhJNjkaEnlDw7-h3CT5C9ZRvTOtbuDo9ydYgM,2021-04-18T16:33:41Z,2021-04-18T16:33:41Z,2021-04-18T16:30:12Z,7,7,4,1,1,3,3,3,3,1,1,3,3,1,1,1,1,4,3,2,3,1,0,0,1,1,1,1,3,1,1,1
6lbyoNvlMjy-jLCRlFoYGm6YbJ4uro2t06jbcOfBQq1sLwztdpfnjf4AkQYx-II8,2021-04-18T16:31:28Z,2021-04-18T16:31:28Z,2021-04-18T16:30:30Z,NA,NA,1,5,1,1,5,1,3,1,5,1,6,6,1,1,1,3,1,1,1,1,3,0,1,1,1,1,1,1,1,1
81UBoUUOMEjahazlPT7pNDgVDcgovF0x9JE9OezRs1MUMTB1pDgrISfmlQUQd0JL,2021-04-18T16:33:59Z,2021-04-18T16:33:59Z,2021-04-18T16:32:56Z,NA,NA,6,3,2,4,2,2,3,4,1,2,2,2,1,1,1,1,1,1,1,3,0,0,2,3,3,5,6,2,2,2
_Qy0WqilNzf1neZaL4KX1EJwatr2U2v0n3hIQwanQ5cQzDY_Zf6vUK8758udxvQD,2021-04-18T16:35:47Z,2021-04-18T16:35:47Z,2021-04-18T16:33:49Z,6,6,2,4,1,1,3,1,1,1,3,1,2,3,2,2,2,3,1,1,2,3,0,0,1,1,1,1,1,1,1,1
q4QgefuvPxNymG0LfWN19SJJ4c2s1JwjADmYxfOjpVFUIeGsoslvibtRpkEWwAL0,2021-04-18T16:35:01Z,2021-04-18T16:35:01Z,2021-04-18T16:34:00Z,NA,NA,2,6,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,1,5,1,0,0,1,1,1,1,2,1,1,1
IvodtJiIsToTe70TRa9tPEz-5DTPaRaEo_p3oO3NZQX1-LPdoc2dbVZXMcTz_xYa,2021-04-18T16:35:58Z,2021-04-18T16:35:58Z,2021-04-18T16:34:32Z,NA,NA,1,6,1,1,3,1,1,1,3,1,3,5,4,5,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
e4OqyIB5f2PM7eWL5iokFmFxrDsD-eX5ChQMOG3igOIbnPSeSEedQ2AwEGnwkIfC,2021-04-18T16:36:32Z,2021-04-18T16:36:32Z,2021-04-18T16:35:12Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,3,4,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
V9wWYb57TtZ4x3k1Na-eTT5pn_j7Ttrb_Z_q14a4uP64rKcUXA92FswWMhsXdgKf,2021-04-18T16:36:49Z,2021-04-18T16:36:49Z,2021-04-18T16:35:42Z,NA,NA,1,1,1,5,4,2,4,1,1,4,6,5,5,5,5,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
thZnKU4nV0ey2R44283VXNuUMYlbEgOs_8IN2ODSIPNd99d6lC_fuhfD0JysWi4q,2021-04-18T16:39:16Z,2021-04-18T16:39:16Z,2021-04-18T16:38:00Z,NA,NA,2,3,1,2,2,1,2,2,2,1,2,3,1,1,2,4,1,1,1,1,0,1,2,3,2,1,1,1,1,1
Bay4sNuHYQHtSySsFJubPmKITcDtsDy8VHoaR5tCygKmdUlgK5hHrZgZ4RMYQfAf,2021-04-18T16:41:54Z,2021-04-18T16:41:54Z,2021-04-18T16:40:06Z,NA,NA,1,4,2,1,3,1,3,2,3,1,4,6,2,2,2,4,2,1,3,1,0,1,1,1,1,2,2,1,1,1
uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg,2021-04-18T18:04:48Z,2021-04-18T18:04:48Z,2021-04-18T18:03:06Z,NA,NA,5,2,6,5,2,4,6,5,2,5,2,3,2,1,2,3,1,1,1,3,0,0,5,3,1,4,5,1,1,1
jKhAxy3WE2y4dEWsw34U4Oq6bQfy1tTmEHR2K8aTvwAhEkjRvaWEKgLDFAAjZH9g,2021-04-18T18:04:43Z,2021-04-18T18:04:43Z,2021-04-18T18:03:33Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,6,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-18T18:05:16Z,2021-04-18T18:05:16Z,2021-04-18T18:03:36Z,NA,NA,4,5,1,1,1,1,1,1,2,1,1,6,1,1,1,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Lg8GqWjD7dE0Q8Stm9qCosbKFJj3aylEe_X03fttaguzyhdP7TAQYOIBZaFr0GNG,2021-04-18T18:04:54Z,2021-04-18T18:04:54Z,2021-04-18T18:03:37Z,NA,NA,6,1,6,6,1,6,6,6,1,6,1,1,1,1,1,2,1,3,1,1,0,0,5,7,5,4,7,1,1,1
AUPhUZCOhUvMBv9xuQenjNa9kAWUcPGfXutlCWJsqY_qBfwzzmV8OQUgzMd8qx-E,2021-04-18T18:05:08Z,2021-04-18T18:05:08Z,2021-04-18T18:03:47Z,NA,NA,1,4,1,3,2,1,1,1,2,1,1,3,2,2,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
MnWZOtduSSmY61SRxF-j9VC2ig1EYGhAA8ouDi_FpCGFmIKmRCs-Ssr55_MuwFf2,2021-04-18T18:05:23Z,2021-04-18T18:05:23Z,2021-04-18T18:04:00Z,NA,NA,1,4,2,2,3,1,2,1,3,1,3,4,1,1,1,4,1,3,1,3,0,0,1,1,1,1,1,1,1,1
dyaKfOvq1sleNUy2rT9r0ncE0Gnat3pcMMM-a6TpQHz5JCufmSbHMFRypUNbfM9G,2021-04-18T18:06:15Z,2021-04-18T18:06:15Z,2021-04-18T18:04:09Z,NA,NA,2,4,2,2,3,2,4,2,2,2,3,4,1,1,1,5,1,4,4,1,0,1,3,3,2,2,3,1,2,2
ZXy6-W3UxKqK95cydAuqjBsgBVwC7vmWuKNH56mDPBmwEST1ypn4IgjuDubaNumm,2021-04-18T18:06:53Z,2021-04-18T18:06:53Z,2021-04-18T18:04:26Z,NA,NA,1,3,1,2,3,1,2,1,3,1,3,4,2,3,2,2,1,1,1,3,0,1,1,1,1,1,1,1,1,1
fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um,2021-04-18T18:05:40Z,2021-04-18T18:05:40Z,2021-04-18T18:04:31Z,NA,NA,1,5,1,2,3,1,3,1,3,1,3,4,2,2,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
0EIp_ZFIS-JnTaMo-4i97kAlNui70bmQnVmbDse_kF0mAtCus3UmH2I71Eiaprxh,2021-04-18T18:05:44Z,2021-04-18T18:05:44Z,2021-04-18T18:04:34Z,NA,NA,5,3,5,3,3,2,6,1,2,1,2,4,1,1,1,5,3,3,3,1,0,0,7,6,2,1,2,3,1,2
M8gA3Np28mMu2PLVYhgt70tjfmfmgMqvHjgFz3cF9oZPgfHJdohy-k695J4KAfHG,2021-04-18T18:05:56Z,2021-04-18T18:05:56Z,2021-04-18T18:04:36Z,NA,NA,2,3,2,3,2,1,4,2,2,1,2,6,1,1,2,4,1,3,3,1,0,0,2,2,2,1,1,1,1,1
y1xzLJgPHYvTIi4KyDhRDqg9uDlITB7zRBVrJsqVvqevC9p3itvgjEK6L6eJCfYE,2021-04-18T18:07:05Z,2021-04-18T18:07:05Z,2021-04-18T18:04:39Z,9,6,3,5,3,2,2,2,3,5,3,2,3,5,2,1,1,4,2,2,3,2,0,0,4,4,4,5,3,2,2,3
CQXdfDGrE6r_kiQCElJ7KZUlsEfHULkGZWMSMj1PZs6ijaZwq8npyqKvTcMXSkFv,2021-04-18T18:06:53Z,2021-04-18T18:06:53Z,2021-04-18T18:05:04Z,10,6,5,3,3,2,1,4,4,1,1,2,1,4,3,3,3,3,1,1,1,3,0,0,1,1,1,1,1,1,1,1
X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d,2021-04-18T18:13:14Z,2021-04-18T18:13:14Z,2021-04-18T18:06:30Z,NA,NA,1,6,1,1,5,1,1,1,5,1,5,6,2,2,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
BIVfrurZbAWlChd0T5ap-46ItQPU7Yr5BCG4PNEUWOFJqoju_JtxfhTRTkNmvfbR,2021-04-18T18:09:11Z,2021-04-18T18:09:11Z,2021-04-18T18:06:31Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,3,3,3,3,2,1,4,3,0,0,1,1,1,1,1,1,1,1
hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh,2021-04-18T18:08:50Z,2021-04-18T18:08:50Z,2021-04-18T18:06:47Z,NA,NA,5,4,1,1,2,1,5,1,1,1,2,4,1,5,5,3,1,1,1,1,0,0,1,1,1,1,3,1,1,1
Q-VCti7w8-Piy-nQq-hKXeMRa84bqVm4lgIryi1W7b3pmSW5TzSlmn_QtYvUuQaW,2021-04-18T18:09:41Z,2021-04-18T18:09:41Z,2021-04-18T18:07:06Z,NA,NA,1,5,1,1,3,1,2,1,4,1,4,5,1,1,2,3,4,1,2,3,0,1,1,1,1,1,1,1,1,1
gWS754drwD0MjNw6H-BK6lSc4EumEvcnK7GC7cCA6V2Gsenup2wVFOuI4e8WYFX3,2021-04-18T18:10:11Z,2021-04-18T18:10:11Z,2021-04-18T18:07:33Z,NA,NA,2,4,2,1,3,1,2,1,3,1,4,4,4,4,3,1,4,1,1,1,0,0,3,1,1,1,1,1,1,1
e4OqyIB5f2PM7eWL5iokFmFxrDsD-eX5ChQMOG3igOIbnPSeSEedQ2AwEGnwkIfC,2021-04-18T18:10:36Z,2021-04-18T18:10:36Z,2021-04-18T18:08:05Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,3,3,3,2,3,1,3,1,0,0,1,1,1,1,1,1,1,1
eSae9QApDeuFbVZJkNBR3fHv-ovRRoWfGN9g-92oWZW7e5mD2rTCE76JrH7A2woV,2021-04-18T18:10:26Z,2021-04-18T18:10:26Z,2021-04-18T18:08:11Z,NA,NA,4,3,3,3,1,1,4,3,1,1,1,4,4,4,4,1,3,1,1,2,0,0,2,3,1,3,3,1,1,1
nVc1iKPEqdYnpBkIKDBA657N25hFKmuMAutlnEvbSCjenKocS9yoDpCpEdFEJ07I,2021-04-18T18:10:22Z,2021-04-18T18:10:23Z,2021-04-18T18:08:55Z,NA,NA,1,6,1,1,3,1,1,1,3,1,3,7,1,1,2,3,1,1,3,2,0,1,1,1,1,1,1,1,1,1
