session_esm,modified_esm,ended_esm,created_esm,sleep_1,sleep_2,sad,calm,afraid,unrested,enthusiastic,angry,worried,subc_psycho,cheerful,irritated,active,event_pleasantness,homeo_hungry,homeo_craving,homeo_howmuch,homeo_full,eating_1,eating_2,eating_3,eating_4,alcohol,coffee,ple_control,ple_strange,ple_thoughts,ple_suspicion,ple_treatment,ple_perception,ple_thougtscontrol,ple_familiarstrange
PiFL0d1omXAue8Qjf-KxF6oq2dZlThzy_U8L4E8APt7-blh_XkdiDhWxD0Rod9l_,2021-04-21T20:12:23Z,2021-04-21T20:12:23Z,2021-04-21T20:09:22Z,NA,NA,1,5,5,1,4,1,5,1,4,1,4,5,1,1,1,3,1,2,3,1,0,0,1,1,1,1,1,1,1,1
98a4_uBhUSrMNiFUXcAYQvcRPtaKUV6hzqGSn2TwBOOqlKy8u6wCXlTk-OJhBIBT,2021-04-21T20:12:20Z,2021-04-21T20:12:20Z,2021-04-21T20:10:43Z,NA,NA,1,4,1,2,2,1,1,1,2,1,2,5,1,1,2,3,3,1,3,1,0,0,1,1,1,1,1,1,1,1
hF7xt4o4sYOrOz1y24six2b_6f6N2r16gbTTh3f0hr7ssfMuqR7oX6x6wylMEYo5,2021-04-21T20:13:29Z,2021-04-21T20:13:29Z,2021-04-21T20:11:55Z,NA,NA,2,4,1,2,3,1,1,1,3,1,3,5,2,1,2,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1
rFISQ5SCKT9sy3MZBLfX33a9qFCqKaqNNiCPH3Eh6LymQcRUPKlMZ3mFMSRVD8My,2021-04-21T20:13:55Z,2021-04-21T20:13:55Z,2021-04-21T20:12:20Z,NA,NA,1,4,1,2,3,1,1,1,5,1,1,4,3,3,3,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
WfwH2mRTdvG7vG0hi5xRoz2TdHI5KKTIGngkqviumEobm3v2xrEV_vw6x2bdUYnL,2021-04-21T20:13:42Z,2021-04-21T20:13:42Z,2021-04-21T20:12:37Z,NA,NA,1,6,1,1,5,1,1,1,6,1,3,7,1,1,1,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1
V9wWYb57TtZ4x3k1Na-eTT5pn_j7Ttrb_Z_q14a4uP64rKcUXA92FswWMhsXdgKf,2021-04-21T20:14:28Z,2021-04-21T20:14:28Z,2021-04-21T20:13:28Z,NA,NA,1,6,1,1,4,1,3,1,4,1,6,7,5,5,4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
FHmsCyDsOILt33MManJfOsg2LTIZhXA2r771JQQ0aTEVr9VQmx1eCADihsqM2BCM,2021-04-21T20:15:33Z,2021-04-21T20:15:33Z,2021-04-21T20:14:34Z,NA,NA,1,5,1,1,5,1,1,1,5,1,5,6,1,1,1,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
uVWsWt69brVncsdnKKDm3GoKhCLhO1z1qgapZsPFTlcntJvjIkKYa3c4Gi0fFSHK,2021-04-21T20:16:06Z,2021-04-21T20:16:06Z,2021-04-21T20:14:50Z,NA,NA,2,3,1,2,2,3,2,1,3,3,2,4,2,2,2,4,4,3,2,3,0,0,1,1,1,1,1,1,1,1
81UBoUUOMEjahazlPT7pNDgVDcgovF0x9JE9OezRs1MUMTB1pDgrISfmlQUQd0JL,2021-04-21T20:16:03Z,2021-04-21T20:16:03Z,2021-04-21T20:14:54Z,NA,NA,5,3,2,3,1,1,4,4,1,2,2,1,1,1,1,3,1,3,3,1,0,0,4,3,5,4,6,3,5,3
CQXdfDGrE6r_kiQCElJ7KZUlsEfHULkGZWMSMj1PZs6ijaZwq8npyqKvTcMXSkFv,2021-04-21T20:17:44Z,2021-04-21T20:17:44Z,2021-04-21T20:15:09Z,9,7,3,5,1,1,2,2,2,1,3,2,2,4,2,2,2,3,3,2,3,3,0,0,1,1,1,1,1,1,1,1
PKiPJmeBT0hrnAIEXXgRCzmcgwvj4FFwY_HfttvIGQPcihixT7P020QmmrCFVDJa,2021-04-21T20:16:47Z,2021-04-21T20:16:47Z,2021-04-21T20:15:29Z,NA,NA,3,3,1,3,2,1,4,1,2,4,1,3,2,4,3,4,1,3,1,3,0,0,1,1,1,1,1,1,1,1
-X_-r2iWImxvXme_BNn5RXX7SoWVzu83VC8H-R_gMeyE7Tt1LpErE_ZJlO5N46US,2021-04-21T20:19:47Z,2021-04-21T20:19:47Z,2021-04-21T20:16:10Z,NA,NA,1,6,1,1,4,1,1,1,4,1,4,7,1,2,2,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
w97Ml38uxYbd90h29j0BR1FeLmP1J-tJQOHClxic0_1s3rZdJsLs1e-NazUZcsck,2021-04-21T20:18:23Z,2021-04-21T20:18:23Z,2021-04-21T20:16:51Z,NA,NA,1,5,1,1,3,1,1,1,4,1,3,4,1,1,2,3,3,2,3,1,0,0,1,1,1,1,1,1,1,1
thZnKU4nV0ey2R44283VXNuUMYlbEgOs_8IN2ODSIPNd99d6lC_fuhfD0JysWi4q,2021-04-21T20:26:18Z,2021-04-21T20:26:18Z,2021-04-21T20:17:59Z,9,7,2,3,2,3,1,1,3,2,1,1,1,3,4,4,3,1,1,2,1,1,0,0,2,3,2,1,2,1,1,2
maxRbFrUiP9VdhahSiH_VsOtAQosNA48fbeJX0g4nAkcrNS91XO2rIS9JAMvUR5N,2021-04-21T20:20:33Z,2021-04-21T20:20:33Z,2021-04-21T20:18:14Z,NA,NA,1,5,1,1,2,1,1,1,2,1,2,6,1,1,1,4,4,1,4,3,0,0,1,1,1,1,1,1,1,1
C5q4l4VY58uI-UTy5HrY4WeSG6OnhSxakvWu4i5UOTA9yxVlOgqj-TCr8KRqeVov,2021-04-21T20:21:59Z,2021-04-21T20:21:59Z,2021-04-21T20:19:36Z,6,8,2,6,1,1,3,1,1,1,3,1,3,4,1,1,1,3,4,4,3,2,0,0,1,1,1,1,1,1,1,1
rhbsBXckPRHg9dYDA7SlUTZFhoc4har9YxvHDJhr-tpNcfmGBRpTVf6TyBH6lyNb,2021-04-21T20:22:38Z,2021-04-21T20:22:38Z,2021-04-21T20:20:50Z,6,9,1,5,1,2,3,1,2,1,2,1,2,6,1,1,2,4,2,2,2,2,0,0,1,2,1,1,1,1,1,1
fsx2hjKY4OSOA8A8wTjiXnbCW9KhKdwW7c2ICCW3rIVRgcQ17wnmcTnoB5wmDopx,2021-04-21T20:24:33Z,2021-04-21T20:24:33Z,2021-04-21T20:21:59Z,NA,NA,5,2,4,5,1,5,5,6,1,5,5,1,3,5,3,2,3,1,1,1,1,0,7,5,1,5,1,1,1,1
pNZPXc2rbZteGhrjKRbgjljZKH3bTqvk0FfqLh0-cL7DZL8HL4IYDNC3KNT5ubfO,2021-04-21T20:23:32Z,2021-04-21T20:23:32Z,2021-04-21T20:22:06Z,NA,NA,1,6,1,1,4,1,1,1,5,1,2,6,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
AWMtOQidiWqKiDp6X644FfaZWNsxc9pf1GJepC-ZwzbqI3j7KIB9_KsVUQ8oCrk7,2021-04-21T20:24:49Z,2021-04-21T20:24:49Z,2021-04-21T20:23:36Z,NA,NA,4,4,2,2,3,1,4,1,2,1,2,6,1,1,3,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
e4OqyIB5f2PM7eWL5iokFmFxrDsD-eX5ChQMOG3igOIbnPSeSEedQ2AwEGnwkIfC,2021-04-21T20:26:02Z,2021-04-21T20:26:02Z,2021-04-21T20:24:42Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1
hqpbjrc0Dm8WMiPLGXbtouWbv2OEimgBA-LYg_YpVxai092ahpgpybI3vibsy5gh,2021-04-21T20:27:34Z,2021-04-21T20:27:34Z,2021-04-21T20:25:33Z,NA,NA,6,4,1,2,2,1,3,1,1,1,1,2,1,1,1,4,2,3,1,5,0,0,1,1,1,1,4,1,1,1
4jmVmujJ2vuc6a0QGfW16UYr9Hi1RU5yN-EpocTA_6HrpRDNFJkl_ubRHlrcE0ef,2021-04-21T20:27:41Z,2021-04-21T20:27:41Z,2021-04-21T20:26:12Z,NA,NA,2,1,1,3,1,3,1,2,1,3,1,2,1,1,1,5,2,1,3,2,0,0,1,1,1,2,2,1,1,1
X84zPsGle086lIwUjPsLfexnwlgApzesFHF-pkTJmI59qdT6ROjdhd0kWIwlYa_d,2021-04-21T20:32:20Z,2021-04-21T20:32:20Z,2021-04-21T20:28:59Z,NA,NA,1,6,1,1,4,1,1,1,4,1,4,5,1,1,4,4,4,1,2,1,0,0,1,1,1,1,1,1,1,1
c3QV9DlxJpiAScLV2XXT729aBSTXbcP16lBVL9vJgbmwTgteduWI6EpekmuhyGlP,2021-04-21T20:31:44Z,2021-04-21T20:31:44Z,2021-04-21T20:30:21Z,NA,NA,1,5,1,1,5,1,1,1,5,1,5,5,2,2,2,3,3,1,2,2,0,0,1,1,1,1,1,1,2,1
ZXy6-W3UxKqK95cydAuqjBsgBVwC7vmWuKNH56mDPBmwEST1ypn4IgjuDubaNumm,2021-04-21T20:34:12Z,2021-04-21T20:34:12Z,2021-04-21T20:30:53Z,NA,NA,3,2,2,4,2,2,4,2,2,2,4,2,4,5,4,1,1,1,1,2,0,0,1,2,1,1,3,1,1,1
0EIp_ZFIS-JnTaMo-4i97kAlNui70bmQnVmbDse_kF0mAtCus3UmH2I71Eiaprxh,2021-04-21T20:34:03Z,2021-04-21T20:34:03Z,2021-04-21T20:33:03Z,NA,NA,6,3,6,5,2,5,6,5,2,5,3,2,1,1,1,3,1,1,1,1,0,1,7,6,5,7,6,2,1,3
Dkfb1hkNz2EflFatDHAgjeh4nub1pPTLWllIHCvNusM4wt4yh9hsiwEVewU8XghJ,2021-04-21T20:39:11Z,2021-04-21T20:39:11Z,2021-04-21T20:37:22Z,7,6,5,2,1,4,2,1,1,1,1,2,1,3,2,1,2,3,3,2,4,2,0,0,1,1,1,1,1,1,1,1
fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um,2021-04-21T20:40:47Z,2021-04-21T20:40:47Z,2021-04-21T20:39:27Z,NA,NA,1,5,1,1,3,3,3,1,2,3,3,3,2,1,2,3,1,2,1,1,0,0,1,1,1,1,1,1,1,1
KD_8GMNuDsVtlHipQLJst4eFjyRqfX__F0GWN3MPQU3eiQWVNoTF8kFHmUvg34Cr,2021-04-21T22:05:09Z,2021-04-21T22:05:09Z,2021-04-21T22:03:07Z,NA,NA,1,5,1,1,4,1,1,1,4,1,4,5,1,1,1,3,3,1,1,1,0,0,1,1,1,1,1,1,1,1
QiILFBJ28BUclXIVPBn9hr6EEdx6gwT5-mbEUYUsNcjTYgCFFAyELin2BpjSPPwl,2021-04-21T22:05:17Z,2021-04-21T22:05:17Z,2021-04-21T22:03:22Z,NA,NA,1,5,1,1,5,1,1,1,5,1,4,5,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
IH7cpSPrBrn_E7RYVgslXJHOq_cKuwAjrlCNYbsBKhiI4nDK1PFXXs7SpXnvNZgt,2021-04-21T22:04:33Z,2021-04-21T22:04:33Z,2021-04-21T22:03:30Z,NA,NA,2,5,5,4,4,2,6,5,4,4,3,4,1,1,1,3,1,1,1,1,0,0,6,4,4,6,1,2,1,1
sV_7kM_0e37_CQupnoHge-0dDvm2vJXNjgwiNwi6diikr9K7aGPMiF2G_sx7umab,2021-04-21T22:06:43Z,2021-04-21T22:06:43Z,2021-04-21T22:05:36Z,NA,NA,2,1,1,3,1,4,2,1,2,3,3,3,4,4,5,2,1,1,1,2,0,1,1,1,1,1,1,1,1,1
eSae9QApDeuFbVZJkNBR3fHv-ovRRoWfGN9g-92oWZW7e5mD2rTCE76JrH7A2woV,2021-04-21T22:07:14Z,2021-04-21T22:07:14Z,2021-04-21T22:05:40Z,NA,NA,3,3,1,3,1,1,4,1,2,1,1,4,1,1,1,4,3,3,3,2,0,0,3,2,1,1,4,1,1,1
uhXrU92gvwciopjyRlH_PPLNGskiRPEQFqj7lammFZg1wgicA6_1LnUxRkwZqQUk,2021-04-21T22:06:59Z,2021-04-21T22:06:59Z,2021-04-21T22:05:51Z,NA,NA,1,5,1,1,3,1,1,1,5,1,3,6,2,1,2,3,1,1,1,1,2,0,1,1,1,1,1,1,1,1
pDno-M6HyQk-oEMelpTCeuqrogQr4AOapALBtmwqNuW7lTEJ1mAiht1ORF1kreRX,2021-04-21T22:08:10Z,2021-04-21T22:08:10Z,2021-04-21T22:05:55Z,NA,NA,1,5,1,2,3,1,3,1,4,2,4,4,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1
Bay4sNuHYQHtSySsFJubPmKITcDtsDy8VHoaR5tCygKmdUlgK5hHrZgZ4RMYQfAf,2021-04-21T22:07:42Z,2021-04-21T22:07:42Z,2021-04-21T22:06:00Z,NA,NA,1,4,2,2,3,1,3,2,3,1,3,6,3,3,3,2,1,1,1,1,0,0,2,2,1,2,2,1,1,1
PiFL0d1omXAue8Qjf-KxF6oq2dZlThzy_U8L4E8APt7-blh_XkdiDhWxD0Rod9l_,2021-04-21T22:10:17Z,2021-04-21T22:10:17Z,2021-04-21T22:06:54Z,NA,NA,1,5,5,1,2,1,5,1,3,1,2,5,1,1,1,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1
PpUOybiE_ca3jpaklCtPSY4uFUFDWlJ6_8dJC4U4MnrsxM1BhAQGpnZIytzQMUcG,2021-04-21T22:08:12Z,2021-04-21T22:08:12Z,2021-04-21T22:06:56Z,10,2,3,2,2,3,2,2,3,2,1,2,1,3,1,2,2,2,1,1,1,1,0,1,1,1,1,1,2,1,1,1
xbJiB85UVfd4GndPq-dohMx8Hvh0YXmvf9vj6opIR_YKqi8-QS1ckS58W_a2RlxW,2021-04-21T22:08:48Z,2021-04-21T22:08:48Z,2021-04-21T22:07:11Z,NA,NA,1,4,1,2,2,1,2,1,5,2,3,6,2,2,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
pNZPXc2rbZteGhrjKRbgjljZKH3bTqvk0FfqLh0-cL7DZL8HL4IYDNC3KNT5ubfO,2021-04-21T22:12:31Z,2021-04-21T22:12:31Z,2021-04-21T22:08:23Z,NA,NA,1,6,1,1,2,1,1,1,4,1,2,4,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1
fQvVu1qJBDSarUCY1zxLPvexZA6p6o-muUKSvNkU7uYQklL_f_f_HyY_khqBE2Um,2021-04-21T22:09:39Z,2021-04-21T22:09:39Z,2021-04-21T22:08:28Z,NA,NA,1,6,1,1,4,1,1,1,4,1,3,5,2,2,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
Lg8GqWjD7dE0Q8Stm9qCosbKFJj3aylEe_X03fttaguzyhdP7TAQYOIBZaFr0GNG,2021-04-21T22:09:54Z,2021-04-21T22:09:54Z,2021-04-21T22:08:29Z,NA,NA,2,2,3,3,3,1,4,3,4,2,3,4,1,1,1,4,1,3,2,1,0,0,3,3,1,2,2,1,1,1
EMn2AD5cxTMUYV-vrVkZ-CK0VzYY_JnNJ06xNO184bPfIVzDMXjhP3-pDdRrnay-,2021-04-21T22:09:57Z,2021-04-21T22:09:57Z,2021-04-21T22:08:38Z,NA,NA,1,6,1,1,5,1,1,1,4,1,4,5,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1
i016TG7h7rt6u_4CgPFSV6nGwYar-OArOSEeAopSzsVaXFLyUv2n3IUvynGm1lwn,2021-04-21T22:10:04Z,2021-04-21T22:10:04Z,2021-04-21T22:08:49Z,NA,NA,1,6,1,1,5,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,0,0,1,1,1,1,1,1,1,1
uVWsWt69brVncsdnKKDm3GoKhCLhO1z1qgapZsPFTlcntJvjIkKYa3c4Gi0fFSHK,2021-04-21T22:10:15Z,2021-04-21T22:10:15Z,2021-04-21T22:09:01Z,NA,NA,1,4,1,1,2,1,1,1,3,1,1,4,2,2,2,4,1,1,1,1,0,0,1,1,1,1,1,1,1,1
nVc1iKPEqdYnpBkIKDBA657N25hFKmuMAutlnEvbSCjenKocS9yoDpCpEdFEJ07I,2021-04-21T22:11:21Z,2021-04-21T22:11:21Z,2021-04-21T22:09:45Z,NA,NA,1,6,1,1,2,1,1,1,3,1,3,5,1,1,1,3,1,3,1,3,0,0,1,1,1,1,1,1,1,1
70BaA3m1hK1yJROpb6gYpC5-zYV-2ZvyytUDqSuWI37TgOKCKn-fD0yEgLI5MKQr,2021-04-21T22:11:34Z,2021-04-21T22:11:34Z,2021-04-21T22:10:10Z,NA,NA,2,3,2,3,3,2,5,2,2,1,3,4,4,2,2,1,3,1,1,1,0,0,2,1,1,1,1,1,2,1
e4OqyIB5f2PM7eWL5iokFmFxrDsD-eX5ChQMOG3igOIbnPSeSEedQ2AwEGnwkIfC,2021-04-21T22:12:15Z,2021-04-21T22:12:15Z,2021-04-21T22:10:42Z,NA,NA,1,6,1,1,6,1,1,1,6,1,6,7,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1
K8XbKYOe2wYq-0sXKNeGMtzAZi1sToz6eO4KPpXCOYhGwqG-CYgu5LlnVu2J4_HM,2021-04-21T22:13:07Z,2021-04-21T22:13:07Z,2021-04-21T22:11:48Z,NA,NA,1,6,1,1,1,1,1,1,1,1,3,7,1,1,1,5,1,1,1,1,2,0,1,1,1,1,1,1,1,1
TxYfjMHWJk3-v5ZxX4w9IxFq4YkCrIJPDuM4FntoyQTE8R4K_rGV37Y_8vCqPizk,2021-04-21T22:15:02Z,2021-04-21T22:15:02Z,2021-04-21T22:12:57Z,8,4,3,2,1,1,1,1,3,1,2,1,2,5,1,1,1,1,2,2,4,1,0,0,1,1,1,1,1,1,1,1
zhgSopKA13X6gLhkBvVK3x9Ym7gdDboWQTLCJWIZbcdO2fKyvZAZjtOVnTSTEz22,2021-04-21T22:16:28Z,2021-04-21T22:16:28Z,2021-04-21T22:14:14Z,NA,NA,4,1,6,5,4,1,6,2,1,1,4,5,3,3,4,1,1,1,1,1,0,1,1,1,1,2,1,1,1,1
A3SYM7oBbircIIJGEQgnW6gy16O4_WXQCyb4Ib1l_Y8fIBTYvGqRjUZRmxnKdTJm,2021-04-21T22:15:19Z,2021-04-21T22:15:20Z,2021-04-21T22:14:19Z,NA,NA,2,3,1,1,1,2,3,2,1,2,1,1,2,1,4,1,1,1,1,1,0,1,4,3,1,2,1,1,1,1
mlggkicJjUdh9XepSzcLkthpinEiwrP4AIWN10Z32yXY3k9EqKI7J8H2yEwItfsT,2021-04-21T22:15:51Z,2021-04-21T22:15:51Z,2021-04-21T22:14:30Z,NA,NA,1,5,1,1,3,1,2,1,4,1,2,6,1,1,1,3,2,2,2,2,0,0,2,2,1,1,1,1,1,1
Lwo0hnhY5nIpzlxu1NB8oDjydpi5S3BlB7n1rfDfGQ60GAbnLuix5B5cm7sb2_Yn,2021-04-21T22:16:52Z,2021-04-21T22:16:52Z,2021-04-21T22:14:48Z,8,9,1,5,1,1,3,1,3,1,4,1,3,4,2,2,2,3,1,1,2,1,0,0,1,1,1,1,1,1,1,1
LEbO9m3R6oxlv1Lg8kUmd776E-eUVLmauJ8DQH32tXBt6CHh1XfOIVXAfYlkPBI7,2021-04-21T22:16:39Z,2021-04-21T22:16:39Z,2021-04-21T22:15:22Z,NA,NA,2,3,1,1,3,1,4,2,3,1,2,5,2,2,2,2,1,1,1,3,0,0,2,1,1,2,1,1,2,1
73rZMaUvZGBT0vfSaIFerlRZvr0jhJNjkaEnlDw7-h3CT5C9ZRvTOtbuDo9ydYgM,2021-04-21T22:17:39Z,2021-04-21T22:17:39Z,2021-04-21T22:15:40Z,5,5,1,6,1,1,2,1,1,1,3,1,1,4,1,1,1,4,3,3,3,1,0,0,1,1,1,1,1,1,1,1
7EkG8aa2Vyy-kYFKCUH2sfvsXwSyWrDXCtKcRJC63Cusqfv2ts2r57y9jMooMHvP,2021-04-21T22:53:59Z,2021-04-21T22:53:59Z,2021-04-21T22:16:26Z,NA,NA,6,2,4,4,1,2,3,3,1,2,1,2,2,4,3,2,1,1,1,1,0,0,4,2,2,1,1,1,1,1
F9ismrMe6C4FGIypz7E-UPEzV_EithnI2jeEAo6ig3d4dl3VuaW3kebAjwK4428a,2021-04-21T22:18:06Z,2021-04-21T22:18:06Z,2021-04-21T22:16:35Z,NA,NA,5,5,1,1,1,1,1,1,1,1,1,3,1,1,1,5,1,2,2,2,0,0,1,1,1,1,1,1,1,1
PKiPJmeBT0hrnAIEXXgRCzmcgwvj4FFwY_HfttvIGQPcihixT7P020QmmrCFVDJa,2021-04-21T22:18:21Z,2021-04-21T22:18:21Z,2021-04-21T22:17:09Z,NA,NA,1,4,1,1,5,1,3,1,4,1,5,5,1,2,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
dyaKfOvq1sleNUy2rT9r0ncE0Gnat3pcMMM-a6TpQHz5JCufmSbHMFRypUNbfM9G,2021-04-21T22:18:55Z,2021-04-21T22:18:55Z,2021-04-21T22:17:20Z,NA,NA,2,3,3,3,2,2,4,2,2,2,2,4,1,1,2,4,1,3,3,1,0,0,4,4,3,2,2,1,2,2
Q-VCti7w8-Piy-nQq-hKXeMRa84bqVm4lgIryi1W7b3pmSW5TzSlmn_QtYvUuQaW,2021-04-21T22:20:57Z,2021-04-21T22:20:57Z,2021-04-21T22:18:26Z,NA,NA,1,5,1,1,4,1,2,1,4,1,4,7,1,1,1,4,3,4,1,2,0,0,1,1,1,1,1,1,1,1
6lbyoNvlMjy-jLCRlFoYGm6YbJ4uro2t06jbcOfBQq1sLwztdpfnjf4AkQYx-II8,2021-04-21T22:20:46Z,2021-04-21T22:20:46Z,2021-04-21T22:19:38Z,NA,NA,1,5,1,1,3,1,1,1,4,1,3,6,2,2,3,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
gWS754drwD0MjNw6H-BK6lSc4EumEvcnK7GC7cCA6V2Gsenup2wVFOuI4e8WYFX3,2021-04-21T22:22:15Z,2021-04-21T22:22:15Z,2021-04-21T22:20:17Z,NA,NA,4,5,1,1,2,1,1,1,1,1,2,1,1,1,2,4,1,1,2,2,1,0,2,2,2,1,1,1,1,1
M8gA3Np28mMu2PLVYhgt70tjfmfmgMqvHjgFz3cF9oZPgfHJdohy-k695J4KAfHG,2021-04-21T22:23:52Z,2021-04-21T22:23:52Z,2021-04-21T22:22:26Z,NA,NA,2,4,2,2,2,1,3,1,2,1,1,5,1,1,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
JgNxep5XRbUppaRaU0umPY8U507kLaZgo6v6gUTpJ_EQRqWFKZYCBrUBONjVyXwv,2021-04-21T22:23:56Z,2021-04-21T22:23:56Z,2021-04-21T22:22:59Z,NA,NA,2,5,1,1,3,1,3,1,5,1,3,6,1,1,2,3,2,2,2,2,0,0,1,1,1,1,1,1,1,1
rS7Q9jrqirIu6uTQHWqkZ9PRUX2csfL8Jy2jofMaI0GNy8HX9kr3Rcz3r0ZhV74z,2021-04-21T22:51:59Z,2021-04-21T22:51:59Z,2021-04-21T22:24:25Z,NA,NA,1,4,2,3,3,1,3,2,4,1,4,3,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
XTzvH3CLZyJhLbyZZqNw88N901eVm1shP6UqM5x68TLkVgNPJPF0FSUDUirGFfYF,2021-04-21T22:34:32Z,2021-04-21T22:34:32Z,2021-04-21T22:32:20Z,NA,NA,4,2,1,2,1,1,3,3,1,1,1,1,1,2,2,3,1,1,1,1,0,0,3,2,1,2,2,1,1,1
c3QV9DlxJpiAScLV2XXT729aBSTXbcP16lBVL9vJgbmwTgteduWI6EpekmuhyGlP,2021-04-21T22:35:03Z,2021-04-21T22:35:03Z,2021-04-21T22:33:55Z,NA,NA,1,1,1,1,5,1,1,1,6,1,4,7,1,1,1,4,2,2,2,1,0,0,1,1,1,1,1,1,2,1
uk4gN9sH2Z-wfAKK8le5mxrVtJXx2utNKHoEcCl1uAv6eJ8ZwUqxPg8lx9kjqIkg,2021-04-21T22:38:11Z,2021-04-21T22:38:11Z,2021-04-21T22:35:29Z,NA,NA,4,2,6,5,2,4,6,4,2,4,2,3,2,2,2,3,2,3,2,2,0,0,3,3,1,4,5,1,1,1
oxBbvQgWyoDuaQqs9Wa1A3m4TL_SfbnMkwB4FwLWCmXnIZC3MZP8vnPV3ZmNenQz,2021-04-21T22:40:53Z,2021-04-21T22:40:53Z,2021-04-21T22:39:35Z,NA,NA,1,3,1,2,5,1,1,1,5,1,5,5,1,1,2,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
SayNKj-SMGXk_Nn02n0YWAsYXZhjIU8y2ziici1Syk-gb8KIbKaSzbarQi1mky6o,2021-04-22T08:02:14Z,2021-04-22T08:02:14Z,2021-04-22T08:00:53Z,NA,NA,1,4,1,1,5,1,1,1,4,1,5,5,1,1,1,4,3,1,1,1,0,1,1,1,1,1,1,1,1,1
1R9A8Wg0pH1dXDHKMwDHAawhTQbNx9_cQLOdGyPPR9Zy00la4sRiOLMjOHt1kSkE,2021-04-22T08:03:19Z,2021-04-22T08:03:19Z,2021-04-22T08:01:18Z,NA,NA,3,2,3,4,3,4,4,4,2,4,3,5,2,3,3,2,2,1,1,1,0,0,3,3,3,3,4,1,3,1
xbJiB85UVfd4GndPq-dohMx8Hvh0YXmvf9vj6opIR_YKqi8-QS1ckS58W_a2RlxW,2021-04-22T08:03:43Z,2021-04-22T08:03:43Z,2021-04-22T08:02:10Z,NA,NA,2,4,1,2,2,2,3,1,3,2,2,3,3,3,3,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4uNRJc6VbFZ1I6Z4vnnwlwu1ms3Ku1lf1lvJg-pXyQpIucf1b4w4sw9jcrCto7fZ,2021-04-22T08:12:15Z,2021-04-22T08:12:15Z,2021-04-22T08:02:27Z,7,9,1,3,3,2,1,1,5,2,2,2,2,4,2,2,3,4,1,4,4,1,0,0,3,2,1,1,3,1,2,1
nrEVQbNhvM40_ZXFLivLp6C1W3nvsXaWV1yoRD7S45Z_HQR9YmaP0gjq1GHzVbXf,2021-04-22T08:06:59Z,2021-04-22T08:06:59Z,2021-04-22T08:03:40Z,NA,NA,1,5,1,1,4,1,1,1,5,1,5,4,1,1,1,4,1,1,1,1,0,2,1,1,1,1,1,1,1,1
GOT2AlFJn7tPwzUnlOvfRc5i5DoGOcdmbU-focDfnGVSYg4qhNTSB1O1KF49Dbl7,2021-04-22T08:06:52Z,2021-04-22T08:06:52Z,2021-04-22T08:06:00Z,NA,NA,1,6,1,1,1,1,1,1,1,1,2,4,1,1,1,3,1,1,1,1,0,0,1,1,1,1,1,1,1,1
lZGRwt1j0MFzi5VZ2G5yyoJ-z8h74Bnn_OAB8Y6KKHfLrFiyxtqu7HlOqiN6SKEv,2021-04-22T08:09:56Z,2021-04-22T08:09:56Z,2021-04-22T08:07:29Z,11,10,1,1,1,1,5,1,2,1,5,1,5,7,1,1,1,3,3,3,3,1,0,1,1,1,1,1,1,1,1,1
BIVfrurZbAWlChd0T5ap-46ItQPU7Yr5BCG4PNEUWOFJqoju_JtxfhTRTkNmvfbR,2021-04-22T08:11:30Z,2021-04-22T08:11:30Z,2021-04-22T08:07:40Z,8,6,3,3,4,2,3,2,4,3,4,3,2,4,3,3,3,1,1,1,1,1,0,1,3,2,2,5,1,3,3,2
p0O6Nf34gB3Ycitwmnlls4LoSOkjKHSmCX9oFhYVzwfBPCXvF227OJKi4EqJJSHY,2021-04-22T08:09:43Z,2021-04-22T08:09:43Z,2021-04-22T08:07:56Z,5,3,2,2,1,2,2,1,3,1,3,2,2,3,1,1,1,4,3,2,4,1,0,1,1,1,1,1,1,1,1,1
